emp_id,week_start,week,department,role_level,manager_id,base_skill,baseline_stress,workload,tasks_completed,avg_task_difficulty,hours_worked,overtime_hours,idle_time_ratio,msg_count,avg_sentiment,meetings,leave_days,task_on_time_ratio,productivity_index,burnout_score,burnout_risk
71,2024-01-08,2,support,junior,8,71.6,0.127,1.269,4,2.66,46.0,1.99,0.135,67,0.522,3,0,0.845,39.0,0.213,Low
71,2024-01-15,3,support,junior,8,71.6,0.127,1.409,6,3.11,44.1,4.34,0.116,51,0.117,4,0,0.783,39.5,0.279,Low
71,2024-01-22,4,support,junior,8,71.6,0.127,1.119,4,2.31,39.7,4.51,0.221,33,0.672,5,0,0.751,35.9,0.316,Low
71,2024-01-29,5,support,junior,8,71.6,0.127,1.406,7,2.94,49.1,3.15,0.152,36,0.276,5,0,0.797,41.27,0.285,Low
71,2024-02-05,6,support,junior,8,71.6,0.127,1.101,6,3.26,42.9,0.0,0.079,44,0.074,1,0,0.967,44.37,0.201,Low
71,2024-02-12,7,support,junior,8,71.6,0.127,0.596,12,1.8,40.2,0.08,0.1,41,0.339,4,0,0.891,53.73,0.197,Low
71,2024-02-19,8,support,junior,8,71.6,0.127,1.565,4,3.57,52.5,10.25,0.139,55,-0.29,6,0,0.813,32.65,0.401,Medium
71,2024-02-26,9,support,junior,8,71.6,0.127,1.021,5,2.28,42.3,1.24,0.102,41,-0.083,5,0,0.933,38.51,0.254,Low
71,2024-03-04,10,support,junior,8,71.6,0.127,0.95,5,2.31,39.2,0.92,0.127,47,0.281,2,0,0.8,39.72,0.268,Low
71,2024-03-11,11,support,junior,8,71.6,0.127,0.977,8,2.96,40.8,3.5,0.214,65,-0.031,6,0,0.861,41.05,0.311,Low
71,2024-03-18,12,support,junior,8,71.6,0.127,0.729,10,1.05,40.0,2.32,0.118,44,0.179,5,0,1.0,49.96,0.25,Low
71,2024-03-25,13,support,junior,8,71.6,0.127,1.309,8,3.02,49.8,8.4,0.135,42,0.338,3,0,0.953,47.22,0.351,Medium
71,2024-04-01,14,support,junior,8,71.6,0.127,0.951,7,2.27,43.0,0.0,0.097,44,0.371,3,0,0.886,45.06,0.216,Low
71,2024-04-08,15,support,junior,8,71.6,0.127,0.925,7,2.47,39.7,0.0,0.227,49,-0.253,4,0,0.915,39.83,0.202,Low
71,2024-04-15,16,support,junior,8,71.6,0.127,1.8,4,3.77,48.0,11.19,0.245,35,-0.281,6,0,0.776,30.56,0.414,Medium
71,2024-04-22,17,support,junior,8,71.6,0.127,1.397,6,3.24,45.6,4.82,0.201,32,0.075,7,0,0.852,37.31,0.334,Medium
71,2024-04-29,18,support,junior,8,71.6,0.127,1.357,2,3.09,37.9,0.34,0.078,69,0.086,3,0,0.81,33.42,0.266,Low
71,2024-05-06,19,support,junior,8,71.6,0.127,0.899,6,3.35,45.8,0.0,0.17,53,0.493,1,0,0.868,43.6,0.256,Low
71,2024-05-13,20,support,junior,8,71.6,0.127,1.1,7,2.18,38.4,0.0,0.129,62,-0.2,3,0,0.843,41.08,0.258,Low
72,2024-01-01,1,marketing,mid,8,59.0,0.282,0.747,5,1.74,40.2,0.0,0.097,29,0.222,2,0,0.866,40.85,0.236,Low
72,2024-01-08,2,marketing,mid,8,59.0,0.282,1.151,4,2.86,40.8,0.63,0.153,55,0.274,6,0,0.822,35.41,0.255,Low
72,2024-01-15,3,marketing,mid,8,59.0,0.282,1.048,5,2.45,38.4,0.47,0.171,39,0.07,2,1,0.867,39.0,0.245,Low
72,2024-01-22,4,marketing,mid,8,59.0,0.282,1.049,7,2.84,37.4,2.51,0.126,66,0.322,3,0,0.884,44.36,0.217,Low
72,2024-01-29,5,marketing,mid,8,59.0,0.282,1.261,5,2.94,45.7,1.58,0.107,51,0.195,7,0,0.893,38.06,0.222,Low
72,2024-02-05,6,marketing,mid,8,59.0,0.282,1.296,4,2.88,39.1,3.79,0.185,60,0.68,7,0,0.796,35.99,0.286,Low
72,2024-02-12,7,marketing,mid,8,59.0,0.282,1.67,5,5.0,48.6,7.77,0.116,44,0.453,5,0,0.841,39.6,0.353,Medium
72,2024-02-19,8,marketing,mid,8,59.0,0.282,0.843,5,1.91,44.7,0.0,0.126,50,0.343,1,0,0.986,43.4,0.206,Low
72,2024-02-26,9,marketing,mid,8,59.0,0.282,0.806,6,2.18,37.4,0.0,0.164,48,0.878,3,0,1.0,46.44,0.186,Low
72,2024-03-04,10,marketing,mid,8,59.0,0.282,0.787,5,1.99,33.5,0.0,0.177,35,0.346,6,0,0.957,39.3,0.216,Low
72,2024-03-11,11,marketing,mid,8,59.0,0.722979079788826,0.636,8,1.46,39.8,7.39745296518284,0.195,48,-0.5612236591377461,6,0,0.8316555030298816,38.24,0.58,Medium
72,2024-03-18,12,marketing,mid,8,59.0,0.282,1.1,6,3.89,47.8,6.67,0.185,50,0.139,3,1,0.886,40.72,0.339,Medium
72,2024-03-25,13,marketing,mid,8,59.0,0.282,0.684,6,1.6,43.7,0.0,0.204,38,0.287,0,0,0.964,44.09,0.152,Low
72,2024-04-01,14,marketing,mid,8,59.0,0.282,0.885,8,3.48,37.6,4.88,0.097,42,0.612,1,0,0.875,49.13,0.246,Low
72,2024-04-08,15,marketing,mid,8,59.0,0.282,1.8,3,3.84,50.3,8.9,0.177,37,-0.154,7,0,0.923,31.95,0.326,Low
72,2024-04-15,16,marketing,mid,8,59.0,0.282,0.958,3,2.44,42.2,0.43,0.106,48,0.648,2,0,0.88,39.31,0.204,Low
72,2024-04-22,17,marketing,mid,8,59.0,0.282,1.279,0,3.74,39.3,1.22,0.148,28,-0.246,1,0,0.802,27.99,0.242,Low
72,2024-04-29,18,marketing,mid,8,59.0,0.282,0.803,5,2.59,41.2,0.0,0.24,66,0.248,2,0,0.913,39.55,0.196,Low
72,2024-05-06,19,marketing,mid,8,59.0,0.282,1.053,1,2.03,44.8,5.18,0.251,20,0.307,3,0,0.835,30.43,0.316,Low
72,2024-05-13,20,marketing,mid,8,59.0,0.282,0.84,4,2.32,44.1,0.0,0.133,51,-0.023,4,0,0.861,35.97,0.209,Low
73,2024-01-01,1,support,mid,8,85.9,0.221,0.864,6,2.6,46.1,0.72,0.133,56,0.358,1,0,1.0,45.47,0.196,Low
73,2024-01-08,2,support,mid,8,85.9,0.221,0.875,6,2.3,42.8,2.0,0.132,50,-0.025,4,0,1.0,41.8,0.23,Low
73,2024-01-15,3,support,mid,8,85.9,0.221,0.709,5,2.22,42.1,0.0,0.187,50,0.21,3,0,0.938,39.94,0.203,Low
73,2024-01-22,4,support,mid,8,85.9,0.221,1.216,5,2.66,45.6,4.07,0.14,55,0.567,6,0,0.83,39.05,0.282,Low
73,2024-01-29,5,support,mid,8,85.9,0.221,1.313,3,3.18,48.4,6.34,0.073,62,-0.063,5,0,0.893,34.69,0.327,Low
73,2024-02-05,6,support,mid,8,85.9,0.221,1.8,2,4.23,46.6,9.38,0.117,54,-0.001,4,0,0.765,31.13,0.425,Medium
73,2024-02-12,7,support,mid,8,85.9,0.221,0.947,2,2.41,43.6,0.0,0.16,36,0.357,2,0,0.969,36.51,0.264,Low
73,2024-02-19,8,support,mid,8,85.9,0.221,1.044,6,3.36,47.7,2.63,0.189,40,0.116,2,0,0.83,40.28,0.344,Medium
73,2024-02-26,9,support,mid,8,85.9,0.221,0.859,6,1.83,36.0,0.0,0.209,43,0.194,4,0,0.934,40.77,0.287,Low
73,2024-03-04,10,support,mid,8,85.9,0.221,0.806,4,1.23,43.4,0.0,0.118,65,0.414,3,1,0.793,37.94,0.306,Low
73,2024-03-11,11,support,mid,8,85.9,0.221,0.798,5,1.52,40.7,1.04,0.266,38,0.506,6,0,0.867,37.42,0.251,Low
73,2024-03-18,12,support,mid,8,85.9,0.221,0.94,3,2.98,43.9,0.0,0.181,51,0.52,4,0,0.78,34.87,0.235,Low
73,2024-03-25,13,support,mid,8,85.9,0.221,0.921,1,2.2,39.2,2.39,0.139,56,0.433,3,0,0.771,31.78,0.285,Low
73,2024-04-01,14,support,mid,8,85.9,0.221,1.34,2,3.92,41.8,3.64,0.133,56,0.088,3,0,0.811,32.6,0.302,Low
73,2024-04-08,15,support,mid,8,85.9,0.221,1.152,2,2.9,41.2,3.69,0.242,45,0.427,2,0,1.0,36.09,0.292,Low
73,2024-04-15,16,support,mid,8,85.9,0.221,0.755,5,1.02,51.7,5.28,0.175,54,-0.091,3,0,0.986,39.34,0.324,Low
73,2024-04-22,17,support,mid,8,85.9,0.6118872867456738,0.831,1,2.02,39.3,11.162895608358237,0.095,53,-0.29996594491167017,4,0,0.6119671059625944,25.8,0.628,Medium
73,2024-04-29,18,support,mid,8,85.9,0.221,1.206,2,3.42,38.7,0.97,0.062,70,0.109,5,0,0.814,32.65,0.247,Low
73,2024-05-06,19,support,mid,8,85.9,0.221,0.927,3,2.36,40.7,0.0,0.154,52,-0.276,4,0,0.901,33.12,0.217,Low
73,2024-05-13,20,support,mid,8,85.9,0.221,1.333,3,2.01,37.0,5.56,0.065,64,-0.018,4,3,0.896,35.66,0.303,Low
74,2024-01-01,1,sales,junior,8,76.7,0.217,0.85,7,2.37,43.6,0.0,0.223,46,0.698,3,0,0.853,44.31,0.203,Low
74,2024-01-08,2,sales,junior,8,76.7,0.217,1.067,5,2.67,45.5,5.02,0.101,49,0.548,1,0,0.89,43.37,0.3,Low
74,2024-01-15,3,sales,junior,8,76.7,0.217,0.666,8,1.14,42.6,0.0,0.178,46,0.748,2,1,1.0,49.91,0.161,Low
74,2024-01-22,4,sales,junior,8,76.7,0.217,1.133,7,3.2,42.9,0.52,0.174,48,0.438,4,0,0.907,43.98,0.116,Low
74,2024-01-29,5,sales,junior,8,76.7,0.217,1.8,1,4.22,51.3,12.69,0.084,51,0.326,5,0,0.864,32.29,0.32,Low
74,2024-02-05,6,sales,junior,8,76.7,0.217,1.167,6,4.04,44.5,1.3,0.169,77,0.543,3,0,0.994,44.59,0.132,Low
74,2024-02-12,7,sales,junior,8,76.7,0.217,1.345,7,3.28,40.1,3.26,0.1,48,0.682,4,0,0.831,45.16,0.197,Low
74,2024-02-19,8,sales,junior,8,76.7,0.217,0.979,6,2.92,41.9,4.23,0.068,39,0.572,6,0,0.928,43.52,0.216,Low
74,2024-02-26,9,sales,junior,8,76.7,0.217,0.719,8,1.5,34.4,0.0,0.15,39,0.436,4,0,0.95,46.84,0.1,Low
74,2024-03-04,10,sales,junior,8,76.7,0.217,0.868,7,2.03,42.6,1.44,0.082,64,0.261,6,0,0.963,44.15,0.132,Low
74,2024-03-11,11,sales,junior,8,76.7,0.217,0.593,11,2.28,46.8,0.0,0.128,57,0.119,0,0,0.911,52.96,0.117,Low
74,2024-03-18,12,sales,junior,8,76.7,0.217,0.811,6,2.62,40.4,0.0,0.082,55,0.269,2,0,0.923,44.04,0.111,Low
74,2024-03-25,13,sales,junior,8,76.7,0.217,1.54,7,4.73,51.3,10.4,0.059,57,0.471,4,0,0.891,45.63,0.282,Low
74,2024-04-01,14,sales,junior,8,76.7,0.217,1.112,6,2.98,40.6,0.0,0.104,87,0.289,4,0,0.917,42.56,0.127,Low
74,2024-04-08,15,sales,junior,8,76.7,0.217,1.124,3,2.47,35.4,0.0,0.146,74,0.146,5,0,0.941,35.37,0.138,Low
74,2024-04-15,16,sales,junior,8,76.7,0.217,1.232,3,3.87,39.8,0.0,0.139,54,0.348,1,0,0.885,37.96,0.146,Low
74,2024-04-22,17,sales,junior,8,76.7,0.217,1.472,2,2.97,50.0,5.31,0.077,50,0.039,4,0,0.854,33.27,0.272,Low
74,2024-04-29,18,sales,junior,8,76.7,0.217,1.447,3,4.19,35.3,1.6,0.142,62,0.371,7,0,0.841,33.89,0.244,Low
74,2024-05-06,19,sales,junior,8,76.7,0.217,1.24,4,2.79,44.8,3.45,0.156,59,-0.018,5,0,0.814,34.36,0.299,Low
74,2024-05-13,20,sales,junior,8,76.7,0.217,1.239,3,2.24,46.6,3.49,0.163,61,-0.388,2,0,0.762,31.51,0.339,Medium
75,2024-01-01,1,engineering,junior,8,88.7,0.43,1.431,2,4.85,43.0,4.77,0.235,13,-0.014,9,0,0.79,26.76,0.429,Medium
75,2024-01-08,2,engineering,junior,8,88.7,0.43,1.023,7,3.2,36.6,1.62,0.153,15,-0.296,1,0,0.814,40.98,0.362,Medium
75,2024-01-15,3,engineering,junior,8,88.7,0.43,1.383,6,5.0,50.4,9.26,0.177,46,-0.27,6,0,0.816,35.98,0.487,Medium
75,2024-01-22,4,engineering,junior,8,88.7,0.43,1.378,4,4.67,47.6,5.23,0.172,35,0.213,5,0,0.786,34.86,0.443,Medium
75,2024-01-29,5,engineering,junior,8,88.7,0.43,1.735,5,5.0,48.1,12.51,0.062,38,-0.101,8,0,0.76,34.67,0.554,Medium
75,2024-02-05,6,engineering,junior,8,88.7,0.43,0.97,5,2.41,41.9,0.0,0.169,37,0.363,3,0,0.865,39.88,0.369,Medium
75,2024-02-12,7,engineering,junior,8,88.7,0.43,1.516,6,4.94,48.7,8.48,0.153,44,-0.322,6,0,0.718,34.61,0.565,Medium
75,2024-02-19,8,engineering,junior,8,88.7,0.43,1.073,7,3.55,42.1,6.03,0.208,48,-0.645,5,0,0.804,35.93,0.53,Medium
75,2024-02-26,9,engineering,junior,8,88.7,0.43,0.971,5,3.86,36.8,2.51,0.183,25,0.108,2,0,0.825,38.38,0.458,Medium
75,2024-03-04,10,engineering,junior,8,88.7,0.8547114555696644,0.646,7,1.4,35.5,15.126489779934333,0.224,27,-0.8028678840271359,4,0,0.7138635887607031,34.13,0.739,High
75,2024-03-11,11,engineering,junior,8,88.7,0.43,0.85,9,2.65,33.9,0.0,0.264,22,-0.006,4,0,0.837,43.1,0.391,Medium
75,2024-03-18,12,engineering,junior,8,88.7,0.43,1.115,7,3.59,43.0,3.3,0.329,27,-0.265,2,0,0.761,37.11,0.487,Medium
75,2024-03-25,13,engineering,junior,8,88.7,0.43,0.533,11,1.58,37.8,0.0,0.286,15,0.06,2,0,0.914,49.18,0.382,Medium
75,2024-04-01,14,engineering,junior,8,88.7,0.43,0.839,3,2.48,45.1,3.12,0.217,25,-0.489,2,0,0.907,32.37,0.45,Medium
75,2024-04-08,15,engineering,junior,8,88.7,0.43,1.109,1,3.71,42.8,5.18,0.207,11,0.244,0,0,0.807,32.11,0.49,Medium
75,2024-04-15,16,engineering,junior,8,88.7,0.43,1.185,2,3.36,42.4,4.47,0.141,39,0.143,6,0,0.742,29.99,0.501,Medium
75,2024-04-22,17,engineering,junior,8,88.7,0.43,1.305,2,3.86,43.1,1.58,0.259,33,0.031,8,0,0.8,27.35,0.464,Medium
75,2024-04-29,18,engineering,junior,8,88.7,0.43,1.188,6,2.92,40.0,0.85,0.179,33,-0.118,4,0,0.734,36.64,0.457,Medium
75,2024-05-06,19,engineering,junior,8,88.7,0.43,1.026,4,3.24,37.8,0.0,0.259,40,0.201,5,0,0.793,33.6,0.443,Medium
75,2024-05-13,20,engineering,junior,8,88.7,0.43,1.252,2,4.22,38.9,1.03,0.272,15,-0.582,5,0,0.863,26.79,0.461,Medium
76,2024-01-01,1,hr,mid,8,65.9,0.452,1.063,7,1.38,38.8,1.6,0.216,17,0.611,3,0,0.831,43.66,0.347,Medium
76,2024-01-08,2,hr,mid,8,65.9,0.452,0.976,5,2.48,39.7,0.0,0.207,54,0.326,1,0,0.857,40.18,0.314,Low
76,2024-01-15,3,hr,mid,8,65.9,0.452,1.504,5,3.16,55.8,10.18,0.133,38,0.12,5,0,0.713,35.76,0.515,Medium
76,2024-01-22,4,hr,mid,8,65.9,0.452,1.212,3,3.5,37.0,1.12,0.274,32,-0.156,4,0,0.766,29.89,0.386,Medium
76,2024-01-29,5,hr,mid,8,65.9,0.452,0.774,7,2.13,35.7,0.0,0.133,45,-0.465,4,0,0.942,40.61,0.335,Medium
76,2024-02-05,6,hr,mid,8,65.9,0.452,1.102,4,2.23,44.5,0.0,0.174,55,0.041,5,0,0.898,35.65,0.347,Medium
76,2024-02-12,7,hr,mid,8,65.9,0.452,1.012,3,3.16,40.8,0.0,0.174,2,-0.021,6,0,0.771,30.97,0.389,Medium
76,2024-02-19,8,hr,mid,8,65.9,0.452,1.304,3,3.17,47.5,4.94,0.163,51,-0.428,7,0,0.835,29.48,0.473,Medium
76,2024-02-26,9,hr,mid,8,65.9,0.452,1.069,2,3.02,41.7,3.32,0.172,38,0.061,5,0,0.736,29.59,0.451,Medium
76,2024-03-04,10,hr,mid,8,65.9,0.452,0.595,7,1.91,35.2,0.0,0.284,34,0.646,0,0,0.885,45.38,0.349,Medium
76,2024-03-11,11,hr,mid,8,65.9,0.452,1.33,4,3.14,48.0,9.28,0.171,41,-0.107,4,0,0.769,33.6,0.545,Medium
76,2024-03-18,12,hr,mid,8,65.9,0.452,0.96,1,1.58,43.9,0.0,0.234,31,0.017,2,0,0.729,28.23,0.406,Medium
76,2024-03-25,13,hr,mid,8,65.9,0.7317190900152328,1.147,1,2.74,43.2,14.17684432898986,0.153,35,-0.3971066466134665,4,0,0.6064700605096497,24.36,0.709,High
76,2024-04-01,14,hr,mid,8,65.9,0.452,1.145,2,1.98,43.3,1.19,0.252,45,0.164,4,0,0.783,30.2,0.431,Medium
76,2024-04-08,15,hr,mid,8,65.9,0.452,0.822,3,2.2,42.7,0.0,0.253,35,-0.266,4,0,0.798,30.13,0.412,Medium
76,2024-04-15,16,hr,mid,8,65.9,0.452,1.183,1,2.04,42.3,0.0,0.229,17,-0.14,9,0,0.833,24.99,0.399,Medium
76,2024-04-22,17,hr,mid,8,65.9,0.452,1.259,1,2.71,33.8,0.0,0.13,43,-0.26,5,0,0.918,29.49,0.392,Medium
76,2024-04-29,18,hr,mid,8,65.9,0.452,0.607,2,1.0,39.6,0.0,0.228,38,-0.206,3,0,0.842,30.19,0.414,Medium
76,2024-05-06,19,hr,mid,8,65.9,0.452,1.719,4,3.78,42.6,4.73,0.034,37,0.02,6,0,0.78,35.28,0.49,Medium
76,2024-05-13,20,hr,mid,8,65.9,0.452,1.051,0,3.28,39.7,1.8,0.192,24,-0.137,2,0,0.876,28.41,0.456,Medium
77,2024-01-01,1,support,junior,8,61.5,0.07,1.127,7,2.7,37.3,0.0,0.093,51,0.193,3,0,0.878,44.12,0.133,Low
77,2024-01-08,2,support,junior,8,61.5,0.07,1.491,2,4.48,46.3,5.95,0.097,46,-0.164,5,0,0.921,32.38,0.252,Low
77,2024-01-15,3,support,junior,8,61.5,0.07,1.296,5,4.3,47.7,6.66,0.118,45,0.332,7,0,0.926,39.07,0.273,Low
77,2024-01-22,4,support,junior,8,61.5,0.07,1.139,5,2.74,43.7,0.0,0.201,45,-0.038,3,0,0.929,38.35,0.165,Low
77,2024-01-29,5,support,junior,8,61.5,0.07,0.961,5,2.85,43.6,0.0,0.082,72,0.149,1,0,0.835,40.84,0.175,Low
77,2024-02-05,6,support,junior,8,61.5,0.07,1.158,5,2.6,43.8,0.0,0.203,37,1.0,2,0,0.911,43.84,0.163,Low
77,2024-02-12,7,support,junior,8,61.5,0.07,1.117,4,2.37,44.9,4.2,0.177,53,0.05,2,0,0.947,38.14,0.253,Low
77,2024-02-19,8,support,junior,8,61.5,0.4821046172735744,1.001,4,3.05,45.6,13.459354382313741,0.071,58,-0.3058669986091709,2,0,0.43174873673576003,30.22,0.609,Medium
77,2024-02-26,9,support,junior,8,61.5,0.07,0.81,8,2.65,44.7,0.0,0.099,68,0.195,3,1,0.922,46.56,0.17,Low
77,2024-03-04,10,support,junior,8,61.5,0.07,0.977,5,1.25,45.6,8.56,0.099,70,0.292,6,0,0.905,39.42,0.277,Low
77,2024-03-11,11,support,junior,8,61.5,0.07,0.69,4,1.0,38.5,0.0,0.163,51,0.189,2,0,0.984,39.59,0.121,Low
77,2024-03-18,12,support,junior,8,61.5,0.07,1.013,3,3.06,46.6,2.83,0.125,43,0.367,1,0,0.887,38.3,0.195,Low
77,2024-03-25,13,support,junior,8,61.5,0.07,0.918,6,2.49,41.0,1.93,0.074,39,-0.047,2,0,0.957,43.09,0.16,Low
77,2024-04-01,14,support,junior,8,61.5,0.07,0.926,4,2.99,42.7,0.0,0.131,52,0.392,0,0,0.936,41.53,0.122,Low
77,2024-04-08,15,support,junior,8,61.5,0.07,0.737,5,1.36,40.1,0.0,0.102,38,0.532,3,0,1.0,43.76,0.1,Low
77,2024-04-15,16,support,junior,8,61.5,0.07,0.949,7,2.65,40.2,0.35,0.144,59,0.052,4,0,0.909,42.52,0.107,Low
77,2024-04-22,17,support,junior,8,61.5,0.07,1.053,4,2.17,34.8,1.25,0.141,59,0.471,0,0,0.905,41.3,0.129,Low
77,2024-04-29,18,support,junior,8,61.5,0.07,1.8,0,5.0,47.0,11.92,0.105,55,0.015,6,0,0.797,26.95,0.331,Medium
77,2024-05-06,19,support,junior,8,61.5,0.07,1.375,4,3.57,47.2,8.1,0.113,44,-0.335,5,0,0.91,34.86,0.298,Low
77,2024-05-13,20,support,junior,8,61.5,0.07,0.934,4,1.57,40.5,0.0,0.234,52,0.388,3,0,0.964,38.64,0.149,Low
78,2024-01-01,1,engineering,junior,8,53.4,0.374,1.221,1,4.54,37.7,0.0,0.151,43,0.524,2,0,0.977,35.72,0.268,Low
78,2024-01-08,2,engineering,junior,8,53.4,0.374,1.488,4,5.0,38.9,0.64,0.13,27,-0.287,2,0,0.839,35.53,0.306,Low
78,2024-01-15,3,engineering,junior,8,53.4,0.374,1.176,3,3.5,39.8,0.0,0.192,37,0.146,5,0,0.802,32.58,0.323,Low
78,2024-01-22,4,engineering,junior,8,53.4,0.374,1.166,6,3.65,40.4,0.0,0.26,29,0.205,5,0,0.824,37.82,0.323,Low
78,2024-01-29,5,engineering,junior,8,53.4,0.374,0.741,3,3.05,36.7,0.0,0.204,50,-0.161,4,0,0.87,32.48,0.338,Medium
78,2024-02-05,6,engineering,junior,8,53.4,0.374,1.338,4,3.82,36.4,0.0,0.169,35,-0.094,4,0,0.879,35.34,0.331,Medium
78,2024-02-12,7,engineering,junior,8,53.4,0.374,1.279,2,4.19,47.7,8.4,0.196,14,-0.064,4,0,0.78,29.86,0.517,Medium
78,2024-02-19,8,engineering,junior,8,53.4,0.374,1.016,1,3.43,36.2,0.3,0.174,28,0.38,3,0,1.0,34.42,0.34,Medium
78,2024-02-26,9,engineering,junior,8,53.4,0.374,0.983,1,3.32,39.4,0.0,0.219,7,-0.072,2,0,0.927,30.97,0.348,Medium
78,2024-03-04,10,engineering,junior,8,53.4,0.374,0.868,0,2.93,46.9,2.46,0.232,30,-0.065,3,0,0.896,27.88,0.409,Medium
78,2024-03-11,11,engineering,junior,8,53.4,0.374,0.792,2,2.37,40.2,0.0,0.201,49,-0.343,5,0,0.87,29.14,0.367,Medium
78,2024-03-18,12,engineering,junior,8,53.4,0.374,1.108,0,2.46,38.7,0.0,0.224,43,-0.348,5,0,0.754,23.3,0.404,Medium
78,2024-03-25,13,engineering,junior,8,53.4,0.374,0.798,2,2.61,45.4,1.67,0.261,22,0.059,2,0,0.823,31.3,0.437,Medium
78,2024-04-01,14,engineering,junior,8,53.4,0.374,0.917,1,3.45,39.9,1.21,0.219,26,-0.032,4,0,0.808,28.21,0.438,Medium
78,2024-04-08,15,engineering,junior,8,53.4,0.374,0.988,0,3.67,33.8,0.0,0.275,34,0.083,4,0,0.726,24.85,0.428,Medium
78,2024-04-15,16,engineering,junior,8,53.4,0.374,1.147,0,3.25,39.8,0.0,0.153,52,-0.169,3,0,0.716,25.85,0.416,Medium
78,2024-04-22,17,engineering,junior,8,53.4,0.374,1.8,2,5.0,45.5,7.68,0.245,44,-0.102,9,0,0.684,24.58,0.577,Medium
78,2024-04-29,18,engineering,junior,8,53.4,0.374,1.117,0,3.83,38.0,0.37,0.228,33,-0.344,4,0,0.878,25.69,0.419,Medium
78,2024-05-06,19,engineering,junior,8,53.4,0.374,0.922,0,2.49,39.3,0.0,0.27,41,0.124,0,0,0.683,26.81,0.441,Medium
78,2024-05-13,20,engineering,junior,8,53.4,0.374,1.127,0,3.13,44.1,2.47,0.141,31,-0.173,6,0,0.782,25.25,0.477,Medium
79,2024-01-01,1,sales,senior,8,85.9,0.08,1.004,2,2.25,41.7,0.0,0.179,46,0.227,3,0,0.894,33.87,0.151,Low
79,2024-01-08,2,sales,senior,8,85.9,0.08,1.437,4,4.2,40.2,2.05,0.093,38,0.093,5,0,0.93,37.61,0.171,Low
79,2024-01-15,3,sales,senior,8,85.9,0.08,1.668,5,4.26,36.5,0.21,0.02,62,0.635,8,0,0.88,40.77,0.142,Low
79,2024-01-22,4,sales,senior,8,85.9,0.08,1.155,5,2.49,44.9,0.82,0.107,68,-0.3,3,1,0.906,38.12,0.189,Low
79,2024-01-29,5,sales,senior,8,85.9,0.08,1.005,6,3.21,39.4,0.0,0.136,67,0.644,4,1,0.964,44.55,0.097,Low
79,2024-02-05,6,sales,senior,8,85.9,0.08,1.126,2,2.95,43.1,1.23,0.132,50,0.198,3,0,0.879,34.19,0.142,Low
79,2024-02-12,7,sales,senior,8,85.9,0.08,1.077,5,3.16,37.8,0.0,0.09,39,0.101,4,0,0.886,39.49,0.134,Low
79,2024-02-19,8,sales,senior,8,85.9,0.08,1.619,3,2.94,46.4,5.5,0.147,37,0.036,4,0,0.947,35.48,0.248,Low
79,2024-02-26,9,sales,senior,8,85.9,0.08,0.952,2,1.09,39.1,0.0,0.214,42,0.589,3,0,0.916,35.49,0.166,Low
79,2024-03-04,10,sales,senior,8,85.9,0.08,0.861,5,3.0,41.2,0.0,0.177,69,0.196,5,0,0.933,38.77,0.144,Low
79,2024-03-11,11,sales,senior,8,85.9,0.08,0.843,6,1.58,40.0,0.0,0.167,52,0.273,2,0,0.981,43.66,0.124,Low
79,2024-03-18,12,sales,senior,8,85.9,0.08,0.786,5,1.95,41.5,0.0,0.153,50,0.568,2,0,0.908,42.37,0.138,Low
79,2024-03-25,13,sales,senior,8,85.9,0.08,0.676,8,2.4,40.9,0.0,0.204,49,0.175,1,1,0.951,46.49,0.115,Low
79,2024-04-01,14,sales,senior,8,85.9,0.08,0.865,5,1.63,42.5,3.43,0.099,49,0.359,5,0,0.888,40.09,0.176,Low
79,2024-04-08,15,sales,senior,8,85.9,0.08,1.251,7,2.41,45.0,2.81,0.061,64,0.313,6,0,0.961,44.69,0.146,Low
79,2024-04-15,16,sales,senior,8,85.9,0.08,1.8,3,4.41,49.9,11.29,0.095,48,0.342,7,1,0.764,33.3,0.321,Low
79,2024-04-22,17,sales,senior,8,85.9,0.08,0.746,7,2.07,44.4,4.48,0.109,51,0.31,3,0,0.895,44.71,0.188,Low
79,2024-04-29,18,sales,senior,8,85.9,0.08,1.394,2,2.96,43.8,6.3,0.141,59,0.525,6,0,0.978,35.44,0.23,Low
79,2024-05-06,19,sales,senior,8,85.9,0.08,1.164,5,2.49,41.5,1.18,0.097,74,0.616,4,2,0.817,40.92,0.163,Low
79,2024-05-13,20,sales,senior,8,85.9,0.08,0.622,4,1.15,44.0,0.0,0.047,57,0.264,3,0,0.921,40.17,0.102,Low
80,2024-01-01,1,marketing,lead,8,71.6,0.003,0.906,7,2.6,40.2,0.0,0.191,65,0.968,2,0,0.872,47.01,0.1,Low
80,2024-01-08,2,marketing,lead,8,71.6,0.003,1.159,5,3.07,37.7,2.11,0.191,57,0.748,6,0,0.9,40.25,0.15,Low
80,2024-01-15,3,marketing,lead,8,71.6,0.003,1.09,8,2.36,44.4,0.27,0.02,39,0.47,3,0,0.981,50.01,0.094,Low
80,2024-01-22,4,marketing,lead,8,71.6,0.003,1.488,6,3.31,44.4,5.42,0.159,57,0.291,2,0,0.882,42.37,0.234,Low
80,2024-01-29,5,marketing,lead,8,71.6,0.003,1.473,4,3.41,43.2,6.04,0.032,60,-0.097,10,0,0.915,34.43,0.271,Low
